Date,SPARQL endpoint,RDF dump,License Machine-Redeable,License Human-Redeable,KG name,Description,Url,Reliable,Trust value,Degree of connection,Clustring coefficient,Centrality,Number of sameAs chains,Number of triples,KGid,Min latency,25th percentile latency,Median latency,75th percentile latency,Max latency,Min TP,25th percentile TP,Median TP,75th percentile TP,Max TP,Requires auth,Use HTTPS,Serialization formats,Languages,Link SPARQL endpoint,Link for download the dataset,Number of void label,Number of whitespace label,Number of malformed datatype,Labels,Disjoint class,Undefined class,Undefined property,Deprecated class/property,Ontology hijacking,Misplaced property,Misplaced class,PageRank,Vocabularies,Authors,Publishers,Contributors,Sources,Signed,Dataset update frequency,Creation date,Modification date,Num. triples updated,Time since last modification,Extensional conciseness,Intensional conciseness,Interlinking completeness,Number of triples linked,Number of entities,Number of property,Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),New vocabularies defined,New terms defined,Number of label,Uri regex,Presence of example,Number of blank nodes,RDF structures,HistoricalUp,Score,Normalized score,FP,IFP,Limited,License MR,Inactive links
2022-07-18,0,0,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,44.74,-,-,endpoint offline,endpoint offline,True
2022-07-31,0,0,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0.1,-,-,endpoint offline,endpoint offline,True
2022-08-07,0,0,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0.1,-,-,endpoint offline,endpoint offline,True
2022-08-21,0,0,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,17.15,-,-,endpoint offline,endpoint offline,True
2022-08-28,0,0,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,17.15,-,-,endpoint offline,endpoint offline,True
2022-09-04,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0.0,-,-,endpoint offline,endpoint offline,True
2022-09-11,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0.13,-,-,endpoint offline,endpoint offline,True
2022-09-18,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-10-02,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-10-09,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-10-16,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-10-23,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-10-30,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0,-,-,endpoint offline,endpoint offline,True
2022-11-06,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,False,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-11-13,0,-1,http://creativecommons.org/licenses/by-nc/2.0/,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,endpoint offline,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.34,12.83,-,-,endpoint offline,endpoint offline,True
2022-11-20,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2022-11-27,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,14.72,-,-,endpoint offline,endpoint offline,True
2023-03-30,0,-1,Creative Commons Non-Commercial (Any) - cc-nc -,-,AGRIS,AGRIS is one of the most important world-wide information systems in the area of the agricultural sciences. AGRIS is an initiative that was set up by FAO of the United Nations in 1974 to make information on agriculture research globally available. The historical overall objective of AGRIS is to improve access and exchange of information serving “the information needs of developed and developing countries on a partnership basis”.,http://agris.fao.org/aos/records/info.html,absent,0.75,3,0.333,0.002,-,239565943,agris,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://202.45.139.84:10035/catalogs/fao/repositories/agris,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.002416578871087742,endpoint offline,Name: FAO-OPCC; Email:fabrizio.celli@fao.org,endpoint offline,endpoint offline,Web:http://agris.fao.org/aos/records/info.html Name:FAO OEKC Email:agris@fao.org,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.06,13500000,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.39,0,-,-,endpoint offline,endpoint offline,True
