Date,SPARQL endpoint,RDF dump,License Machine-Redeable,License Human-Redeable,KG name,Description,Url,Reliable,Trust value,Degree of connection,Clustring coefficient,Centrality,Number of sameAs chains,Number of triples,KGid,Min latency,25th percentile latency,Median latency,75th percentile latency,Max latency,Min TP,25th percentile TP,Median TP,75th percentile TP,Max TP,Requires auth,Use HTTPS,Serialization formats,Languages,Link SPARQL endpoint,Link for download the dataset,Number of void label,Number of whitespace label,Number of malformed datatype,Labels,Disjoint class,Undefined class,Undefined property,Deprecated class/property,Ontology hijacking,Misplaced property,Misplaced class,PageRank,Vocabularies,Authors,Publishers,Contributors,Sources,Signed,Dataset update frequency,Creation date,Modification date,Num. triples updated,Time since last modification,Extensional conciseness,Intensional conciseness,Interlinking completeness,Number of triples linked,Number of entities,Number of property,Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),New vocabularies defined,New terms defined,Number of label,Uri regex,Presence of example,Number of blank nodes,RDF structures,HistoricalUp,Score,Normalized score,FP,IFP,Limited,License MR,Inactive links
2022-07-18,0,0,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,44.74,-,-,endpoint offline,endpoint offline,True
2022-07-31,0,0,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,0.11,-,-,endpoint offline,endpoint offline,True
2022-08-07,0,0,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,absent,0.75,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.387,0.1,-,-,endpoint offline,endpoint offline,True
2022-08-21,0,0,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,17.59,-,-,endpoint offline,endpoint offline,True
2022-08-28,0,0,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,17.59,-,-,endpoint offline,endpoint offline,True
2022-09-04,0,-1,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,0.0,-,-,endpoint offline,endpoint offline,True
2022-09-11,0,-1,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,0.13,-,-,endpoint offline,endpoint offline,True
2022-09-18,0,-1,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,15.09,-,-,endpoint offline,endpoint offline,True
2022-10-02,0,-1,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,15.09,-,-,endpoint offline,endpoint offline,True
2022-10-09,0,-1,Creative Commons CCZero - cc-zero -,-,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,True,1.0,8,0.893,0.004,-,1050000,bfslinkeddata,-,-,-,-,-,-,-,-,-,-,-,-,endpoint offline,endpoint offline,http://bfs.270a.info/sparql,Not provided,-,-,-,endpoint offline,-,-,-,-,endpoint offline,-,-,0.00016568309694631772,endpoint offline,Name: Sarven Capadisli; Email:info@csarven.ca,endpoint offline,endpoint offline,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,endpoint offline,endpoint offline,-,-,insufficient data,insufficient data,endpoint offline,endpoint offline,0.00,691,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,endpoint offline,True,endpoint offline,endpoint offline,insufficient data,0.4,15.09,-,-,endpoint offline,endpoint offline,True
